ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,fiberMag_u,fiberMag_g,fiberMag_r,fiberMag_i,fiberMag_z,petroMag_u,petroMag_g,petroMag_r,petroMag_i,petroMag_z
1.24921838,0.02363965,23.346458,23.684952,22.532864,22.563372,22.531223,23.624592,23.585653,22.49892,22.325476,21.971979,22.166721,23.120016,21.843885,24.300438,19.368059
1.01325787,0.0907875,24.93992,21.490137,20.076902,19.407829,18.991291,25.32494,21.819656,20.436211,19.764906,19.283184,26.668097,21.544832,20.180313,19.46237,18.898125
1.01159914,0.19480417,22.330465,20.738035,19.727688,19.128242,18.884558,22.100231,20.611357,19.519503,18.940248,18.682228,20.783035,19.176655,18.367432,17.884382,17.618595
1.00740029,0.47378583,24.544554,24.63652,22.978718,22.671875,21.787827,25.053919,24.645071,22.901299,22.423811,21.837166,25.434109,22.625982,21.699089,21.449024,21.050407
1.01089489,0.47635732,20.743919,18.6478,17.768122,17.296593,16.884462,20.742674,18.608286,17.616638,17.119543,16.753128,19.256834,17.401682,16.447765,15.980675,15.59499
1.0108949,0.47635731,20.749678,18.647877,17.768831,17.296312,16.884048,20.72571,18.608707,17.617615,17.120228,16.753344,19.261913,17.405632,16.451731,15.983692,15.596798
1.01082991,0.49543184,25.492525,26.191151,22.96833,22.846516,22.475393,25.381544,24.998375,22.573856,22.10685,22.002602,24.729727,23.844139,21.750935,21.569347,21.414146
1.00695698,0.42095906,24.213799,25.430666,23.909716,24.416178,20.510567,23.557241,25.9004,24.455048,25.145012,20.905287,22.94133,25.987385,23.881054,26.208406,20.117386
1.0094267,0.34631985,25.171593,24.888735,23.402639,22.096718,21.885782,25.304438,24.75514,23.521225,22.675604,21.90118,25.837439,24.37356,23.095892,23.164417,21.081848
1.00601694,0.27501584,24.756662,23.044739,21.411909,20.964903,20.587801,24.109207,23.592812,21.747314,21.174637,20.681337,23.649002,23.201618,21.490559,20.857567,20.040277
1.00594478,0.36797803,23.670839,23.061403,22.360455,23.560827,22.007847,23.578957,23.285799,22.471985,23.172325,21.736065,22.295649,23.071478,21.447905,22.839743,19.703684
1.00593091,0.37046955,24.26811,23.182974,22.320366,21.689861,23.386585,23.445475,23.004049,22.291801,21.66983,22.137585,21.393053,22.150978,21.573725,21.63567,20.949986
1.0067663,0.29302109,23.612724,22.676073,22.04038,21.494396,21.502415,23.175566,22.949165,22.171129,21.673117,21.083033,18.66185,21.117224,19.614416,28.190123,17.745159
1.00676625,0.29302102,23.610535,22.678711,22.018835,21.496531,21.503939,23.217451,23.004486,22.194231,21.683393,21.089561,22.870329,22.466358,21.415377,21.811684,21.730452
1.00669026,0.31858311,23.074434,23.035498,22.380083,22.117962,22.039959,23.754824,23.085695,22.366533,21.962667,21.456114,22.207958,22.714588,22.148254,21.768667,22.13913
1.00669945,0.49718118,23.425098,20.747345,19.397558,18.178946,17.563147,23.720865,21.061869,19.730886,18.525526,17.87689,23.37896,20.710419,19.4226,18.192118,17.569342
1.24265539,0.09290135,23.929115,23.98023,21.913876,20.872725,20.501446,24.885408,24.897772,21.911543,21.031311,20.273619,25.738867,25.296516,21.566252,20.569124,19.319838
1.24256136,0.1732794,25.061279,22.949093,22.241306,21.55361,21.302214,24.359785,22.847532,22.145643,21.645052,21.195303,27.284918,22.759653,21.545322,21.965113,19.466629
1.24214868,0.07738165,24.325359,22.983122,21.77072,20.999939,20.603458,23.881678,23.328419,21.984772,21.123907,20.432861,26.321478,22.350054,21.828321,20.711235,19.595324
1.24136612,0.032327,23.863035,23.733145,22.450201,21.869312,21.602533,24.707209,23.954859,22.713715,22.169525,21.131987,24.571478,27.584562,23.035089,22.10379,21.30731
1.00625276,0.2052963,23.727924,21.262213,19.892632,18.794426,18.340158,24.754,21.679619,20.223684,19.18329,18.699808,26.476976,21.490551,19.935144,18.895853,18.436758
1.00625276,0.2052963,23.729933,21.259499,19.893194,18.794527,18.341017,24.628756,21.669327,20.227604,19.183151,18.701641,26.193186,21.472019,19.930368,18.896664,18.449106
1.00580887,0.20682942,25.266689,25.390003,23.06638,21.45059,20.730658,24.989723,25.88438,22.968422,21.688486,20.87319,23.4522,25.563828,23.331396,20.964933,22.98271
1.00577756,0.01517021,24.077885,21.8545,20.499544,19.273695,18.631107,23.264978,22.153774,20.827858,19.628735,19.013824,22.282785,21.923655,20.489807,19.343039,18.709957
1.00555836,0.09718334,23.456667,20.237019,18.781466,17.832972,17.331318,23.315207,20.562597,19.11887,18.186689,17.669895,22.990602,20.249702,18.826565,17.887331,17.378805
1.00283213,0.14920064,22.622837,23.58486,22.818569,21.881424,21.413355,22.696987,24.081001,23.464657,22.071005,21.775187,22.198387,23.97374,23.540018,21.714838,21.862869
1.00393144,0.14912615,24.718294,23.989208,23.023457,21.490082,20.859596,24.932741,24.826935,23.401302,21.913057,21.106537,25.749592,27.229191,23.760622,23.060787,25.138689
1.00390193,0.14915103,24.691984,23.970045,23.087421,21.487816,20.855856,25.034653,24.576273,23.471313,21.909018,21.167509,25.227932,25.014269,23.1287,21.744431,20.600239
1.00365901,0.02645428,23.014486,24.609592,25.548729,21.985064,20.978477,23.772312,24.956192,25.017006,22.485811,21.51055,24.250021,25.024471,24.835642,22.432404,21.201145
1.0028516,0.06612861,23.73909,25.087105,23.523802,21.996819,22.750237,23.307371,24.343918,23.091616,21.871893,21.541475,23.709496,22.96242,22.503775,21.716698,19.876783
1.00252341,0.11844885,23.291405,23.094624,22.851555,22.000834,22.426201,24.370501,23.595015,22.996492,22.74461,22.12678,24.370119,23.449459,22.858738,23.007778,21.940462
1.00175413,0.01862986,23.784357,25.950966,24.405033,21.849518,21.453218,23.650988,25.848295,23.650997,22.237333,21.43894,23.562727,25.499594,23.004372,22.063204,21.305307
1.00162341,0.11429842,25.642666,25.26338,23.603989,21.953775,21.337578,24.87052,25.374668,24.270803,22.572563,20.980688,24.33926,25.487286,24.257137,22.639137,20.618647
1.0056634,0.32360256,25.674696,24.330505,25.835983,24.354282,20.522215,24.252584,24.269171,25.433073,24.983044,20.672373,23.632935,23.513657,26.144371,25.164997,19.971157
1.00468736,0.30948622,23.860592,23.596432,22.375065,21.858799,21.640875,24.079435,24.165014,22.733665,22.429667,21.68671,23.306959,25.182434,21.879854,21.949469,21.488232
1.00462228,0.29384194,24.108055,25.208187,22.516203,23.755686,22.474834,24.664812,24.920132,22.936649,24.528076,22.511776,24.373755,24.753214,22.932837,24.360718,22.506363
1.0028372,0.37883942,24.389032,23.565147,22.121208,21.498928,20.961435,24.328196,23.900965,22.245205,21.650383,21.038166,22.916122,24.219801,21.835146,22.444519,21.209059
1.00195822,0.22129281,23.063786,23.336744,21.84576,20.896408,20.749506,23.033421,23.544975,21.932268,20.887918,20.420717,22.18886,23.078447,21.536976,20.126194,19.766964
1.00525833,0.24151432,24.400059,23.159269,23.014486,22.607426,22.259884,23.60697,23.375877,23.330862,22.713779,22.866365,25.173864,23.386452,24.551218,30.64921,26.040424
1.00550746,0.34855801,22.500225,21.394115,21.032375,20.816769,20.784592,22.514549,21.641714,21.324577,21.07703,20.758425,21.214678,21.190434,20.55228,20.550869,19.6047
1.00367971,0.23948147,23.699188,23.151125,22.985826,23.66013,23.552843,23.665112,23.342316,23.103197,23.687639,23.45903,22.096508,23.332752,23.429653,24.010239,25.225685
1.00351415,0.37664142,23.263926,22.978825,22.07777,22.106758,21.900288,23.706141,23.282537,22.47579,22.377346,22.352072,23.819145,23.414839,22.539118,21.695734,22.991442
1.00345961,0.29789975,22.724129,23.025316,23.118053,24.548803,23.092962,22.960884,23.171272,23.380388,24.315567,23.253765,21.86348,22.235424,21.548536,24.995697,26.828415
